username,item_shopid,item_itemid,item_name,item_description,parent_sku,item_images,item_price,item_stock,item_brand,item_shipping,item_cat,weight
miuline.id,26893820,604430050,300W LED Grow Light Lamp Full Spectrum Veg Bloom for Medical Indoor Plants On Sale,"Specifications：

    Model:
     300W LED Grow Light High Lumen Output, Great Coverage, Deep Penetration, Super Harvest

    Spectrum:
    White, 430~440nm, 450~475nm, 620~630nm, 650~660nm (Best spectrum for all stages of your plant growth and bloom).

    HID Replacement:
    150W HPS

    True Watt:

    140W±10%/110v; 135W±10%/220v

    LEDs Quantity :100pcs

    Amperage(Veg+Bloom):
    1.1A@110v, 0.59A@220v

    Lumen:
    5,911 lm/110v; 5,303 lm/220v
    Par at 18"": 493 μmols

    Coverage Area at 18"" Height: 60 cm x 60 cm=2 'x 2' (Growth)

    Coverage Area at 18"" Height: 45 cm x 45 cm=1.5 'x 1.5' (Bloom)

    Max Coverage at 24"" Height: 3 x 3 ft

    Noise Level:
    56DB(decibel)

    Panel Size:
    12*8*3 inch=30x20x7cm

    N.W.:
    5.58lbs / 2.53KG

    View Angle of leds:
    90°/120° Mixed

    Lifespan:
    50,000~100,000 hours

    Operating Temperature:
    -20~40℃

    Working Frequency:
    50-60HZ

    Input Voltage:
    85v~265v

Features:hydroponic plant system

Certification:CE,RoHS

 

Application:

Only for indoor and greenhouse use,not waterproof

Can be hung or mounting directly to a flat ceiling

Suitable for growing flower,fruit,vegetable,medical plant etc

Widely used in greenhouse,hydroponics,horticulture,potted plants,pipeline cultivation,

tissue culture,indoor plants growing


Package Included:

1x 300W LED grow light panel

1x hanging kit

1x power cable

",S1757014910@#MLgy,"a2bf64630bca069943e080845af4bc81,9a7c089fdd0cc882e34840785b594b7a,6b8557f4c79c3704ed3c3082bc980b90,822aa00e354886631efa650d0aa9d9bb,fe758efb9d8cb7c804a4b185c4d7b62c,be5455bb9c7cacfbdb94e744a4c266d5,b26b4e98888f8d510e7f45bef3fac4b0,e47237938db0f652951ec1d37ff99e76,dc1efc1e211085b5f17acb8c95dc7901",663000.0,1000,0,5,"[{""catid"": [121, 1311, 5452]}]",2.5
miuline.id,26893820,610503805,high quality THERMOSTATIC DECK MOUNTED VALVE BATH SHOWER MIXER and RISER RAIL KIT,"
    Solid brass thermostatic mixer valve
    Built in 38 degree anti-scalding device
    Minimum 1.0 bar water pressure
    Built in device

 #THERMOSTATIC #DECK #MOUNTED #VALVE #BATH #SHOWER #MIXER #and #RISER #RAIL #KIT",S2057008601,"60937901d3e60555ab52c1e1b6358a36,69f8ccbac22b7282d3691f8c71a12dfa,d15b947a415d65e7cb885a42ab3a60bd,0205a3dd7ed3ffed7b60e57a1ca00a41,028e550a089cacfc29b95bfbce2ba95c,e3284182b3fbca111502899ea2a96edb,800a39b586fd3e3dfc65d825c4cb8beb,03d520e5d47711f3f20c6a1642c6b5f3",624393.0,1000,0,5,"[{""catid"": [46, 1303, 5502]}]",3.48
miuline.id,26893820,567750810,"8"" Twin Head Square Thermostatic Bar Shower Mixer Bathroom Chrome Valve Set Taps On Sale","8"" Twin Head Square Thermostatic Bar Shower Mixer Bathroom Chrome Valve Set Taps

 https://www.tupianku.com/view/full/10023/ds_2_.jpg


This stunning thermostatic shower provides a luxurious showering experience and is the perfect complement to any modern bathroom.
The shower comes with a sleek slide shower rail to accommodate the modern design hand held shower, and a easy-to-use mixer valve, both made from high quality solid brass. 
The mixer valve comes with two main functions. The diverter on the left controls the water outlet and allows you to easily switch from the shower head and the hand held shower. The diverter on the right allows complete temperature control, with an anti-scalding device set at 38 degrees C even when the water pressure fluctuates in your household.
This high quality polished 3 layer PVD mirror chrome finish creates a silky- feel surface, mirror-like sheen and tarnish & corrosion resistant. 

Specifications:



Large 8"" Stainless Steel ""Rain"" square shower head adjusted up to 17 degrees from vertical
Square hand set
1.5m Quality flexible hose
High Standard Thermostatic Cartridges
For Higher Flow Rate
For Low and High Pressure Systems
Inlet centres: UK Standard 150mm 
Shower head arm: 380mm 
Built in diverter 
Cool to touch - Outer surface cool and safe to touch  
Thermostatic temperature control with safety button 
Built in 38 degree anti-scalding device,which makes it ideal for family bathrooms
Easy to clean rubber jets which are included on both the main shower head and handset
Child safely temperature control
Exceptional build quality and finish. Highly polished 3 layer PVD mirror chrome finish, create a silky- feel surface, mirror-like sheen and tarnish & corrosion resistant.
Durable and solid brass construction
Standard size fitting
Flow Rates
0.1 Bar - 6 l/m
0.2 Bar - 6.5 l/m
0.5 Bar - 8.1 l/m
1.0 Bar - 13.2 l/m
2.0 Bar - 18.2 l/m
3.0 Bar - 20.2 l/m
Technical Information:
Suitable for the following water systems:

Combi-boilers
Gravity Fed systems
MegaFlow Systems
Pumped systems
Un-vented systems
Pressurised cylinder systems
Subject to a minimum pressure of 0.5 bar water
Package Contents:
Thermostatic Mixer Valve 
1 x Square Fixed Shower Head
1 x Hand Held Shower and 1.5m Hose
1 x Riser Rail
Fittings
",S2057010610@#MLgy,"9e2fee5231aedb2ae475d5a7786946b7,13643e5abc69c468c9cafb0bd49d4e69,68f6fa24a5cc7dde19a86e565a75c14d,ffc2c5727564ff605fd0507cd6c567aa,b5d81c0a2ac43bbb6833e960a12f263d,3d86dd0db043f734f24adc7fe56bbd4f,824a1343a3bc8e8d079a4cbb8ce1edad,02c331e369d0ae3b1db6192aa321b5da,e603ca46a9155d52917bc393d6f5882e",599186.0,1000,0,5,"[{""catid"": [46, 1293, 7677]}]",4.04
miuline.id,26893820,596905066,LED RGB Tall Bathroom Taps Basin Sink Mixer Tap Waterfall Brass Bath Chrome Taps On Sale,"Item Features

Tap body constructed of brass and metal to ensure durability and dependability.
Featured with durable ceramic valves ensuring there are no water leaks. No drip in connections at all.
Single handle for easy operation of temperature and flow control.
Durable Chrome Finish: resists tarnish and corrosion from daily use.
100% Brand new and High quality. 
Solid brass body ensure durability .
Suitable for basin and sink in bathroom ,cloakroom.
Easy to install and clean. 
All copper mounting nut base,more solid, do not shake.
Is it powered on its own by flow of water.
It not needs a power source of any sort,does it not require external battery.
It has a side-mounted lever handle, ceramic disc cartridge for long life and an open 'waterfall' style spout.
Bring you the high quality household feeling.


Item Specifications:

Type: Basin Taps
Material: Brass
Size: 270mm*125mm


The faucet can light in different colors based on different temperatures:

LED turns Blue between 0-30 Celsius ( 32-86 Fahrenheit )
LED turns Green between 30-40 Celsius ( 86-104 Fahrenheit )
LED turns Red between 40-50 Celsius ( 104-122 Fahrenheit )
LED begins flashing between 50-100 Celsius ( 122-212 Fahrenheit )

Package Included

1 x LED RGB Bathroom Sink Mixer Tap

2 X Stainless Steel Braided Hoses & Fittings",S2057009711@#MLgy,"66abbbe8764da5a2ea59593ba81c49e8,e83e0ea41d89e5e7dfa850e3dee309c2,6e250136318b05a5fb3100d9927a5438,3ece75d3b850b2119070e60865f59c8d,bb8de6405e7e65ccf025c1bf3f9a42f9,e20873ccde691a4a63daf0873da89563,f33eca2bdbc34f0e1218d6e801083d73,656588529be942ba5feebfac6d4ba505,b3cc4e1994ed9bbb94315f15956e6a0b",592875.0,1000,0,5,"[{""catid"": [46, 1293, 7677]}]",2.11
miuline.id,26893820,581785608,Modern Kitchen Sink Pull Down Taps Basin Mixer Tap Black Swivel Spout Faucet On Sale,"Pull out taps Features

*Solid brass body with black silicone tube, durable and easy to clean.

*High-arc spout swivels 360 Degree for complete sink access.

*Comes with two water inlet pipes: UK standard 1/2-Inch water supply connection.

*Standard water pressures: Minimum 0.5 bar, 1.0 bar recommended.

*Solid brass construction, durable chrome finish , Rubber.

*Convenient pull out feature and swivel spout.

*Easy and safe to use - 'drip free' quarter turn ceramic valves.

*Can be rotated 360 degrees, free stretch, no dead ends to wash, to meet the needs of different angles.

*Delicate chrome process, anti-oxidation, scratch-resistant.

*Mechanical switch handle, user-friendly design, save energy ,operation smooth.

Dimension

Height approximately: 500mm
Spout projection approximately: 200mm
Sink tap hole diameter required approximately: 35mm
Suitable for worktops/sinks up to 40mm thickness
Contents
Comes complete with all fittings to be installed straight out of the box
Kitchen Sink Mixer tap
Braided flexible hoses 
'Easy-Fit' no tools required fitting kit
WORKING REQUIREMENTS

For this tap to operate efficiently your water system will need to produce at least 0.5 bar of pressure, though we recommend 1.0 bar for best performance. 
This can be achieved if you have one of the following:

Combination boiler systems
Gravity fed systems (only with pump)
Megaflow system
Pumped hot water systems
Un-vented hot water systems
Standard pressurised hot water cylinder type systems",S2057011910@#MLgy,"cf8eb133b659cc17b733601d827ac731,ff70804184ed1ff4ec0b92126deec5fd,7743bd0cb5796601e16360a12c1a41e5,ef4fad3f0e836c7f6b00a9dccd5a4af9,57233675549db70c20bf8075482b0839,b0482eb382cdaf01df646f6102c1e137",578340.0,1000,0,5,"[{""catid"": [46, 1293, 7677]}]",2.37
miuline.id,26893820,600836859,Korean Country Style Lace Bed Skirt Fitted Sheet Valance Princess Dream Bedroom On Sale,"Item Description

1. Korean Country Style Lace Bed Skirt Fitted Sheet Valance Princess Dream Bedroom 

2. A great way to refresh your bedding, realize your princess's dream 

3. Use 100% cotton twill fabrics,feel soft,permeability is strong,and fit the skin,no stimulation to the skin

4. Size: 200 cm * 120 cm/200 *150 (excluding the frill par),(skirt: about 45 cm in length)

5. Machine washable covers at 40C.144 thread count.

 

Package Includes

1 x Fitted Sheet

 

About Washing

1.After receiving the goods, with cold water and add a small amount of salt soaked after use, you can strengthen the color; 

2. Soaking time can not be too long, not more than 10 minutes (just do not use the washing machine wash). 

3. 30 degrees below the water temperature washing; not bleach, medium temperature ironing.",S2137027910@#MLgy,"81605e42eabcded668eee034b93218cf,6871b1d0be7ca698ac7765968a775fea,60a1ab97a8588c121d1ced172e872f24,67bb2d8fb7d364394d216742a77e1f9c,000cae30a115640d662bda2eae530d50,f6ef4a7b3c803aec9ac095a7200c5569,7a24d7dad2086bdd09622f0430974652,e98ba545c673fb24de59c29ce111112d,bc52c8bf23327c5c23ede0d93ef5dada",553988.0,4000,0,5,"[{""catid"": [46, 1289, 7441]}]",1.06
miuline.id,26893820,581869801,LED RGB Waterfall Tap Chrome Single Lever No Battery Basin Sink Basin Mixer Taps On Sale,"Features:


100% Brand new and High quality.

Easy to install and clean.

All copper mounting nut base,more solid, do not shake.

Is it powered on its own by flow of water.

It not needs a power source of any sort,does it not require external battery.

It has a side-mounted lever handle, ceramic disc cartridge for long life and an open 'waterfall' style spout.

Bring you the high quality household feeling.

The faucet can light in different colors based on different temperatures:

LED turns Blue between 0-30 Celsius ( 32-86 Fahrenheit )

LED turns Green between 30-40 Celsius ( 86-104 Fahrenheit )

LED turns Red between 40-50 Celsius ( 104-122 Fahrenheit )

LED begins flashing between 50-100 Celsius ( 122-212 Fahrenheit )



Specifications:

Colour: Silver
Type: Basin Taps
Size: 12.5x6x27cm
Material: Brass
Finish: Chrome

Package:

1x Led bathroom taps

2x 50cm flexible connection hoses 1/2 """,S2056002811@#MLgy,"23d5cf1f8162c1fc33cbf84ffdbe8548,91deefc3727b7d7fa6092ef94509e13e,ef68947d684298ffa01c6942ef26375f,f67c3006c84630d9be8c0135c2c3fcad,3b2dade249e1eb22308f01cac7e4dbdf,eb75c722bf3fb3a92cd72bde22187178,f89091c7c4c2067be5a4d65c2f718060,0e21dbe7596e312a62f152f491d8fe62,55eee9f96ac8103924a06cdc8fafb619",550800.0,1000,0,5,"[{""catid"": [46, 1293, 7677]}]",2.25
miuline.id,26893820,596905092,Dual Electric Breast Pump Advanced Baby Core Infant Bottle Feeding Comfortable On Sale,">>Description

1. Electric Breast Pump Comfortable Baby Infant Bottle Feeding Lightweight Pumps. 
2. Discreet, Quick and Portable breast pump. 

3. Small and Lightweight perfect for on the go mums

4. Ideal for First time or occasional expressing. Unique soft silicone cup for extra comfort



>>Details Informations

1. Micro intelligent computer frequency design (large LCD display, adjustable suction set, fully automatic simulation baby suction - stop - put the suction rhythm, easy collection of breast latex)

2. Dual breast-sucking design (the machine uses a dual breast-sucking design, single breast-sucking will stimulate the other side of the breast milk exudation, in order to avoid milk waste, but also bilateral breast, increase the amount of milk absorption,

3. The new anti-counter-current patent protection device (the new anti-counter-current patent protection device, which can effectively prevent breast milk back to the process of back to the host of the phenomenon, causing damage to the host)

4.USB power supply (USB power supply, the use of a wide range, can be connected to mobile power, computer host or socket DC use, regardless of office, home, outdoor can easily deal with)

5. A variety of power supply mode (the machine can use four dry batteries or power adapter)




>>Package Includes
1 x Electric Breast Pump",S2497020510@#MLgy,"5a747de0fb30f1bce622488e16844789,cae7dc278c518b9c74b60bc95ae37817,9aea9eef4b08281f404a134e32512814,1b360abfd7234afb7361a76b1852b527,2f97c14ca2090f5f1c09358dc3985cce,fce0f173362b27d1aa717c7e94f6a98c,d02fcf179e5e7d3669f6d5f2e6fca646,701915d2f901f981917444306ee829be,b4128df4ea5033c21f8359613a4eeab2",535500.0,1000,0,5,"[{""catid"": [45, 2838, 5491]}]",1.12
miuline.id,26893820,610503804,high quality Thermostatic Bath Shower Mixer Chrome Tap Wall Mounted Eco Slide Rail Hose Kit,"    Tap Type: Bath Shower Mixer
    Style: Modern
    Min Pressure & Flow Rate: 1 Bar
    Max Pressure & Flow Rate: 4 bar
    Projection: 180mm
    Height: 60mm
    Width: 285mm
    Materials Specification: Solid Brass
    Finish: Chrome
    Features: Ceramic Disc Technology
    Suitable for: Combination Boilers | Pressurised Systems | Pumped Systems | Gravity Fed Systems with a pump fitted | Subject to a minimum pressure of 1 bar
 #Thermostatic #Bath #Shower #Mixer #Chrome #Tap #Wall #Mounted #Eco #Slide #Rail #Hose #Kit",S2057010810,"8a6884a5e1c7d16f9b6504f28ab156a4,d9039c4dba96814d7fab26fa18824c55,70267c86cdf51f9ab1844b058e298b6b,bad3ff5cc1cd8a1452e29c75bf602d14,b114dd270d08b0e5d7b3a2ed921aab11,c5158773751c1c9dc053fe835cc4e27a,fe50f0c191a4747d192afae5b18e190b,8ada2aef6ba2722cadb462e66e401b6e",527085.0,1000,0,5,"[{""catid"": [46, 1303, 5502]}]",3.07
miuline.id,26893820,533163777,ready stock Modern Kitchen Sink Pull Down Taps Basin Mixer Tap Black Swivel Spout Faucet On Sale,"Pull out taps Features

*Solid brass body with black silicone tube, durable and easy to clean.

*High-arc spout swivels 360 Degree for complete sink access.

*Comes with two water inlet pipes: UK standard 1/2-Inch water supply connection.

*Standard water pressures: Minimum 0.5 bar, 1.0 bar recommended.

*Solid brass construction, durable chrome finish , Rubber.

*Convenient pull out feature and swivel spout.

*Easy and safe to use - 'drip free' quarter turn ceramic valves.

*Can be rotated 360 degrees, free stretch, no dead ends to wash, to meet the needs of different angles.

*Delicate chrome process, anti-oxidation, scratch-resistant.

*Mechanical switch handle, user-friendly design, save energy ,operation smooth.

Dimension

Height approximately: 500mm
Spout projection approximately: 200mm
Sink tap hole diameter required approximately: 35mm
Suitable for worktops/sinks up to 40mm thickness
Contents
Comes complete with all fittings to be installed straight out of the box
Kitchen Sink Mixer tap
Braided flexible hoses 
'Easy-Fit' no tools required fitting kit
WORKING REQUIREMENTS

For this tap to operate efficiently your water system will need to produce at least 0.5 bar of pressure, though we recommend 1.0 bar for best performance. 
This can be achieved if you have one of the following:

Combination boiler systems
Gravity fed systems (only with pump)
Megaflow system
Pumped hot water systems
Un-vented hot water systems
Standard pressurised hot water cylinder type systems",S2057011910@#MLgy,"44e49ea65b724ca87e048a5dda251ba6,b91117358fef339dbc68229ffe38e2e8,94e3d0fea9aa75b2f3b7055d473cf8d9,ef4fad3f0e836c7f6b00a9dccd5a4af9,dbeb6679146ec1778c25b43e03ccc000,ad786a927df529d3ac02526368140b3a,57233675549db70c20bf8075482b0839,b5b397b9a8d767b6582e9621d51243fe",514080.0,1000,0,5,"[{""catid"": [46, 1293, 7677]}]",2.37
