Product ID,Hash Value
608630698,"['81f8fffe5e3e3c38', 'ffc88080f0f0fdff', 'fff7c301010000ff', 'f3ff6f640c81e1f7', 'efe7c3c3c30143ff', 'f3ffff7c1d00c1e7', 'ffc7800306001aff', 'ffc301010101f7ff']"
468388143,"['ffe7c3c3c3c3e3ff', 'fff3e1e18183f7e7', 'ffc7c3c3c3c3e7ff', 'ffe3e3c3c3c3e7ff', 'ffff0000e0ffffff', 'ffe3e3e3c3c3f7e7']"
437905193,"['11183c3c3818181e', '747c444604e4e4fc', '18101838b81c9c8f', 'e1878387a7818183', '85c1c1c1c1e5e581', '11183c3c3818181e', '9fbf3f1800000082', '070f0f0f0f2f1f3b']"
609724095,"['e7e7f7e3c3c60042', 'd1c2c3c3e161093d', 'cf8783839783ef26', 'f973732747f0dc4c', 'cfefe7c6e4e00213', 'ff6d00f87e1f80f8', '2767676747430303', 'f3dfc3c3c3c682c6']"
508546280,"['ff00008046247eff', '000000e77fffffff', 'e0ed742804c7bd1f', 'e76747c3c7c7e7c3', 'e72341f3f3f7f8f0', 'fff70303010008ff', 'ffe343430303c3ff', 'ff000083c1f1f1ff', '63000027f7ffbfbf']"
420962075,"['ffc7c7c3c3c3c1ff', 'fff7e1e1c0c1c3ff', 'feecc0c484c2e3ff', '7f7f87c1c00133ff', 'ffffc7c0c0013fff']"
420870461,"['f8f8f0fcfcbc0000', '0081c38383c3f7e7', 'ffffe7c680803000', '8f77123d3c3c0103', '9fc7830100627f7f']"
473653856,"['c1c3c7c7e1e1f1f1', '818393cbc1c1c1c1', 'e3f0f0e1f0e2c3e4', 'cfc5a5e7f3f3c181', '8383cfc3c3c3c383', '00003feffc393b4f', '60e7e707c787bf07', 'ff00004810063eff', '1c3cdc9897d78794']"
382658846,"['060f1f3f3f381a18', 'ffe3e0f1f8f0f3ff', '1c0e0e1e161d1d43', 'fff7e7c3c383c7ff']"
532308605,"['e7e7e3c3c3c7c7c7', 'e7f7e3c3c39b9bbf', 'f7f7e3e3e3e3c3c3', 'fbf1e3c3c3c1c7c3', 'd0d2e3c1c1cfdfdf', 'fbf9e1c3c3c383c3']"
520096972,"['ffefef818181818f', 'ffcfeda1818189bf', 'ffefe7e666040404', 'ffe3e7ff0f030203', '81bfe7c3818181b1', 'ffffe38185818187', 'ffe7e739202060e7', 'ffe7e7041414070f', 'ffe7efc687262626']"
489033436,"['f7e7c3c3c1c181c1', 'ffff0000fcffffff', 'ffff00000000ffff', 'e7c3c3c381818181', 'e7c3d191b1b18181']"
511048988,"['a0a826a7fffafaac', '80d0e4fcf4fcf8f4', 'f4c4e4e0c0c6c6c5', 'c6c4c6c2c2d3d2f4', 'f8b8e0e0e0e0c2e3']"
618383161,"['fff4e4e8c0c1c101', 'e0e0e0e0a2ffdc8c', 'c2c0c0c3e2fafb93', 'ff7ffff4e0e0e0e0', 'ffe7eec4c0e0e0e0', 'ffffffe0e0e08000']"
526068841,"['1fecfcfce0e00203', 'e6e6c6c2c3c3c303', 'd30b1f1f0363e1f1', 'e3c3cbcbc9f0c0cf', 'cfc7c383838787c7', '9ca4e4e4e2e7e7ef', '3f27272323272707', '81fd3f3f372343c3']"
571113589,"['e3ffffffbd010000', 'f3e3c3e3e3c2c3d7', 'f7e7e7f7f7e30100', 'f08081c1e1f1f0f0', 'f3e3c1c1c1a1b979', 'e7e3e7e799081809', 'f7e7f7f7d1000020', 'f3e3ebf385014060', 'e7efefe7b5100041']"
416565433,"['108180c6c363a7ef', '0001f1e4c27163cf', '7a6060f0f1f0f0ff', '383c2020054c7eff', '00e48c1818199fc7']"
451414829,"['e7c7f7f4dc2c2820', 'e7c7f7f4dc2c2820']"
528975512,"['ffe7c3c3c3c1c3ff', 'fff8fdc28188c0f3', 'fff7e3e3e381c3ff', 'fffff7828189c0e0', 'fff743c3c381e3ff', 'ffe7c3c3c381c3ff', 'fffff9808080ffff']"
368909108,"['fff3c4904c01e7ff', 'f7cc9927cef1f3ff', '80fcfcf7c3c0fcff']"
350929598,"['e7e7c3e3c3e7e7c7', 'e7e7c3e3e3e3c3e3', 'e7e7c7c7c3c3c3e3']"
618212442,"['e7e7e6c7c2808002', 'c1e1c19999e3c3c3', 'e7c1c1c7818dcf87', '5f8f0f1f71f0f0f8', 'e7e7c7e3e3e0c010', 'e7e6e7fefe9e1000']"
508125397,"['10ccdf3f1f9e0000', '07071333ce1ce7a0', '3e3d25e1e3523030', 'fff3c387070f0f08', '630800607bfbfbbd', 'e1c32013070331f4', 'e0c20103070331f5']"
338447777,"['ffcf83838387cfff', 'ff0900381c0076ff', 'ffdf8181d181c1e7', 'ffc381818183cbff', '83e7ffc3c3c3c3c3', 'ff818181818181ff', '00fdfcf9f0fc3dfd', 'ff818181c5c3e3ff']"
449084118,"['ffe38100000061ff', 'e7c38181818183df', 'e7c3c181818183bf', 'ffc301000081c3ff', 'ffff8301000000ff', 'e7c38181818181bd']"
374139739,"['fcffff9bb9c3c3ff', 'ffffdfc9c10101ff', 'ffffe7e3c18787e7', 'ffffe7f1ff8787e7', 'ff8fff0783c3f7fc']"
338299963,"['ffff00000000ffff', '8387ffff9b878101', '8dadeffff4101111', '8e1cfef8998d0000', 'dfdffffbd1818101', 'cb8ffffbd9818101']"
416678395,"['ffcd8c088b9f3ced', 'ffcd8c088b9f3ced', '7f371302e68216ff', '90100387cfcfefdf', 'af81c1d878333cff', '3c0200c170fbf8ff', 'bfafc7c000703c1c', 'ffff00000000ffff', '4a4a03c3eae8f8f9']"
408727248,"['fbf1e3e3c3d3737f', 'fbf1f3e3c3d33337', 'ffc7c7c7c7c7c7cf', 'e7c7c7c7c7c3cfff', 'f9f1f1e3c3d3733f']"
492804187,"['e7e7e7e7e7e7e3eb', '060e477ffdb0048f', '0040466767bfb9fc', 'e7e7f3f3f3d3c7e7', '0000c6c7c7bfbbfd']"
508004908,"['cf2f0e0e0600e39b', '133b3f3f3f3e3320', 'c6c2c2c2c2c2c2fe', '3f390101010103bf', '3f1f03031b1b998b', 'e3e343416363e3e7']"
362780643,"['ffe38180010183ff', 'ffc781808181e3ff', 'fd9dbfcf899981e3', 'fff3e1000081dfff', '8f8f81e7ff818181', 'ff3f9bc1e0f6fbfd', 'ff9fe1810783c3e7']"
473933500,"['ffdfdfece0f0f0f0', 'f8c8e8f4e0e0c0c0', 'efeffff6e1c08080', 'fde4f0f0e0c0c0f6', '7cececfce4f0c0e0', 'fdededfce4c08080', 'fdf0e4fce4c48080', 'ef6f4d0d87a3e3c3']"
408666785,"['e3c3c3c3c3c3c3c7', 'e7c3c381c38381db', 'e7e3838383c3c3f3', 'e0e0800061b397ff']"
608811153,"['4848485cf8f8fbe3', 'ff41584040c4c3ff', '685868c0c0c0c7e7', 'ffff0000fcfeffff', 'c1818181c1e1e7e7', '7f58484044c4e7ff']"
477236968,"['0000109fdfdfdfff', '01e1e5efcedf9838', '00c3c3ffffbd3818', '01090199fffffd19', '000800bfbfbfbfbf', '81c3c3d9f9b99991']"
380678653,"['bf7ffb1918181819', 'fdffdfcc88880818', 'c7c7dbc3c3c3c383', 'f7f7f7e7e7c787f7', 'ffffbb9988081810', '9fffbf989808080a']"
396518547,"['ffe8e0a0c0c0ffff', 'ffffffffff000000', 'ffc181c3c3c3cbdb', 'fffefbcec0e08000']"
532457622,"['ff3f0786878f0f8f', 'df87870707078787', 'f08f070300c3ffff', '041838bc3cbdbd97', '87a3e3610103afff', 'df978783818687ce', 'ffdf90e0e1614101', 'dcc0b48787870787', 'dbf1f070606070b8']"
534552639,"['e7cfe7939f9f8787', 'e7c7c7fb93d3ffc3', 'e7c7cffb93d3ffc3', 'f3e3e7cfc9c9e7e3', 'cf8f9fb783cfef87', 'f3f1fbf4f0fdf3e1']"
413091429,"['f9f973636743001f', 'dec7c7c4e0f1998b', 'c3c3e36343011d9f', 'ffffff0008ffffff', 'ffffc3c18785013f', 'cfcfc7c3612703c7', 'dfc7c7e0e193090b', 'ffd7c4840d250143', 'fff701010b0383c7']"
602824275,"['e7e3cdc5c4c484fd', 'd9ffffff3f0e0600', 'e7e7c5ccc4c48480', '8f9fffdfdcb02020', 'f7f3c5ccc4c4c4f9', 'ff02001f0f0707ff', 'ebffffff3f0e0000']"
382510142,"['91f1be8cc7c79f23', 'ffff7f1f1f3c3000', 'ffffffff3f7f0000', 'ffff672707d3b020', 'ff3f0f43f1390d02']"
581202581,"['cfc3c1f9f1c1c1c1', 'c7c5cdfdd1c1c1c1', 'b1e7e7e7a7838181', 'dfdb9bd9d9481c18', 'f9e5e5e1e1e1f1e1', 'fff7ddc1c12101e0', 'f5f581c1c5c1c1c1']"
422491206,"['fffbf3f1f0f0f0e0', 'f3f1e1e0e0f0f0e3', 'ffe7e7e7c3c3e3c3', 'ffffdf9d8f8f8b81', 'fff9fd9d9f9f980f', 'fb83ffefcfcf8b0f', 'fffff7f3e3e3f191', 'fffff6f3f0f0e0f0', 'ffffff0000ffffff']"
382121952,"['01017c7cf83c6763', '09b9e5e1e4e467e7', '1131e5e0e0de2727', '0222707838798fcf', '040e46e0c0fc93f1']"
532323161,"['ffffc3030103c3c1', 'ffdb634303038383', 'db87070313b7b7b7', 'ffff03032f0b0f0f', 'fff33301070f0f0f', '0301110343f3e3fb', '03078fb3e3f78301']"
532759025,"['d0dccececcdcd4c0', 'dfd5919191919191', 'e4e4e0e0f0f0f0f0', 'efe0e0e4e4c0c0c0', '808088b8fc9e9e9e', 'f8fc9c9c9c9c88c0', 'e8c8d8e8c0c0c0c0', 'f0f0e8e0e0e0e0e0']"
412864035,"['f2f282e0f0e0c0aa', 'e5ffdcc0c2c080ac', 'ffff1000105effff', 'c3c38383c3c381c1', 'fff700000000ebff', 'c1c3c3c383838393', 'cfcfc7c783838181', 'c7c7c3c3e1c1c1f7', 'e7e7cfcfc7c7e3e3']"
394659354,"['181c0f5ef8f0e060', '78f8f0f060603838', '785c1d1c7cffc4c0', 'e78711f0f0f0f0e8']"
