Product ID,Hash Value
610503825,"['fffdfdffc989c9cd', 'ffffffbf87c787cf', 'ffffe3e1f138001d', 'f0f0f9f8f8989898', 'fffffff3e1f0f9ff', 'f0f0f9f8f09e9c9f', 'fffff0f073ffffff', 'ffbffffffff9f8fc']"
610503820,"['ffffc18081c1ffff', 'fffffff0e0f1ff00', 'ffc38181c3ff8f8f', '00fbe1e100ff91f9', 'ffffff1707a0a091', 'ffffffffff000099']"
610503821,"['3c3cfdcbc3b138fd', '391b0767071f3f3f', 'ff3f3fffffc08000', 'ffff81c3c1c1c3ff', 'fffffbc303070703', 'ffc39100a481c3ef', 'fffdf90183ff90f1', 'ffff9d010101e3fb', 'fffffca0a1e1fbff']"
571773441,"['ffd1998981f70717', 'ffff9781800083ff', 'ff3fffb0000787dc', 'ffcfc0c08080ffff', 'ffff810070f1ffff', 'ffffff80007e0000', 'ec8088f88783e3ff']"
553435678,"['3fff7f7d1c1838f9', 'ff7eabc3c3c1fcff', '1f1f1f1515171f1f', '3fff7f7d1c1838f9', 'e0e0c898bcb89800', '00183c7c7c7c0000', '0fffef070f0f2e06', 'fffffbc3c3e38381', 'e0e0c898bcb89800']"
553435677,"['1f19999f990f49c9', 'dd99999999999999', 'ffe7cf8b83c3e3f3', 'fff7e38383c7c7f7', 'ffffe4cc890383f3', 'ffefe7c98103c7ff', 'ffcbcbdbdb8100df', 'f7e3cd89c3c747ef']"
558384571,"['ffe7c3e3e3e7e7e7', 'f8f8fcfc7e060000', '3f3f3f7ffffefcf8', '3f3f3f7ffffefcf8', '0000fe7e3e0c0000', '0f0f0f0f0f0f8f0f', 'c0e0300e5ede1e0f', 'ffc3c3c7c7c3c3e7', '000470787c7cf8c0']"
596905157,"['7efeffff7e383000', 'ff7f0343e7e7ffff', '01ff3ffd07070601', 'ffc3c1c3c3e3e7ff', 'fffe00004b4befff', 'ffff7f1880ffffff', 'ff1ce7fe00404b4f', 'ffff03818181ffff']"
535354882,"['ffcbc3e3e3c7c7ff', '9f8fc3c3e1f1c7c7', 'ffe7e7c3c3e7e7e7', 'ffb52427a5a4f7ff', 'efe3f3c7effe0000', 'ffffe383a3e3c3ff', 'f1fe00000000ff7e', 'ff7f81ffcc080000', '0c00003fbfbdfdff']"
578476088,"['fffbe9c4c0c0c0c0', 'fffbe9c4c0c0c0c0', 'ffe1f40033ffffff', 'ffc0cdfbbfff0000', 'f7fffff7ffe1e1ff', 'ff830103dbe1f1ff', 'fff8e0c38f8f2fa7', 'fff8e0c38f8f2fa7', 'ff0101d9c1fc1f1f']"
610503822,"['cfc3004c31f0f1fb', 'ffff81008181ffff', 'ffffc3c3c3c3ffff', 'ffff81000001ffff', 'ffff9191df11b1ff', 'bb3be0a3afeea6e0', 'ffff810000c3ffff', '70000200ef6707c7']"
498497141,"['0018183effffbcff', 'ff8701c1800087ff', 'fb9bdb99919199ff', 'ffffffc9c9000626', '00007e0c08f797ff', 'ffabcbd9b980c9ff', 'ffffffc3c3c3cfcf']"
443290680,"['ffc18088e9ff9fff', 'ffff07050f07efff', 'ffc38188e9bf8fff', 'e1c0e4ff4ffcf8ff', 'ffff9f1f071818fd', 'fcf8f19f9f8999b9', 'ffc78181ffbd83ff']"
571334945,"['ff9b8199918181ff', 'ffffffff00000000', 'fffffe3c08008e00', 'f9f83e7f3f0f0300', 'fffffbff00000080', 'ff8f81838f81fb81', 'f030f0f00f0c0f0f', 'fffe20188f06d900']"
502366005,"['ff1f0080e0f8feff', 'fffbe2cd93078fff', 'ff3f1fc7e3f8fcff', 'f0b090c0e7e3f9fd', 'ffffff000000ffff', '381f040000fbffff', 'fffbe2cd93078fff', 'bf9fcfc7e3e1f8fc']"
578476087,"['fefefef373e4c0c0', 'f030f0f0cf0d0f0f', '04353f7fcfebf379', 'f8b8f8fcfc780000', 'ffffc18181818181', 'ffff03fc040000e3', 'ffffe3e0e060e0f0', 'f8f0f0c0d8b0c1e3']"
578476082,"['fffbf1d19081f3ff', 'ffbdbcfd99990099', 'ffe7c3d3918181ff', 'c7cffffff3330100', 'ffefe3e1c1c1c1e3', 'ffc33cc4c3c3c3e7', 'fff1f1e1a1bf2425', 'ffffe3818183c7ef', 'ffe7c3d3918181ff']"
578476083,"['073fffffff690101', 'ffa1e1afaf8fcfff', '10382f3f3cd0f0c0', 'f9c9ffefef8f8fcf', 'ffff7f0e9ec02110', 'ffef0f377fe07038', 'ffd79f218181811f']"
553435399,"['1c3000040000ffff', '000706101fd8c0c0', 'f04100049ed283ff', '000307001fd8c8c8', 'e0c08008b480c7ff', 'f84000049ed283ff', '000706001fd8c0c8', 'efc3918981c3ccfd', 'ff9f0320f2f8fcff']"
535428744,"['f3120c8dd5fcf3e0', 'e3c3c3d3d7978602', 'ffcfc78181c3c3b7', '301860a1b83070f1', 'fffffd7e5c082020', 'fce40383848cfdbc', 'df9f818181c1d3ff', '7fffcf01018181c3']"
535428747,"['fd1d1b7373727278', 'ff9381939393dbff', 'ffefc1c1c9c1c9c9', '86098981e5d9d9fd', 'e7c7c7c3c3c3c3e7', 'cc83818bc9c9cfff', '9f8989b9b9b9b9ff', 'ffc3c1c9cdcdcfff']"
553435379,"['7f5f02821f1e6e7f', '7f6f0f030f0f1fef', '7f6f0f030f0f1fef', 'ff2f0703070f3f7e', '7d1d0f850d3ffddd', 'ffffff13000f0f82', 'fffc8f83141c3e7f', 'ffffffff8f848083']"
535428740,"['ff8f030180c1f3ff', 'f7f7e383c3ff00f2', '7560ffcfc18183e7', 'fff3c18387ffffff', 'ffdf838181c3f3ff', 'ffe7e7c31b81e3ff', 'ff8f8381c3e3f4fe', 'ff9580ff2424ffff']"
535428743,"['dd8f8f87c3e7b989', '01c3b63e247cfdf8', 'f180f8f9f0f898f8', 'e1ef3fbfa8a0e080', 'ffe181c1e3c3e3ff', 'ffffc1c1c3a5e3f1', '879fbffbd1c00c2e', 'c1e1f1c1c0c18880', 'c6c2c1c3ece00080']"
535428742,"['3c3c3c3c3d3d3d1a', 'fff79181c1f1ffff', 'ffffffc1c0c0e0e0', 'fff79494c0c080c1', 'ffffffe0e49080c0', '3f4747034363ffff', 'fff7c3c3fbc70000', 'fffff3c182c0e0e0', 'ff9580ff2424ffff']"
443372487,"['0000010181e1fbff', '0707030301000000', 'ffff8381c1c3cfff', 'ffff808101c3ffff', 'e08000000000071f', '2f5f6321200007df', '8000c0e0f0f9fbff']"
443372484,"['fffb8181818187ff', 'ffc1818181c1f9ff', 'ffe7e7e7c7c3c3ef', 'ffbc1416ff0000ff', 'ffc1818181c1f9ff', 'ffc1818181c3f9ff', 'fffb8181818187ff']"
443372485,"['ffff818183c3ffff', 'bfc381030303e3e7', 'ffe7c3c1c0c0c0f8', 'ffd181818181c1ff', 'ff852161008083ff']"
535428749,"['fffffefcf8f0f0c0', 'c0c0c0c0c0c0c0c0', 'ffe7c3c3c3e71800', 'ffefefc300000000', 'f0f040000f0f4e3c', 'f8c7c7c7c7ff8fff', 'fffffffff0800000', 'bf0000fbffffffff', 'fffd9f1f1b1f19ff']"
489960690,"['fcffefdfbf000000', 'fff3c3c3d3d3f3ff', 'ffffefdfbf000000', 'fdc8ccdfdfd8c8df', 'f8f0d3c3d3f3f3ff', 'fbd1e1e7e7e7f7f7', '0b3f73e3c1810303']"
502365984,"['00f0f8f43f1fd800', '00b2fafef6c24000', '98881efffe9f9898', '187e7e7e7e180000', '163efffe7e180000', 'ffc7c3090600f9ff']"
533163769,"['e7eedf0381cce1f7', 'ffe7f3fbf3f13103', 'ffe7f3fbf9f90903', 'ff3379fdf9f80103', 'ffffff2e0cc01000', 'fffffef00087ffff', 'f7733b1978380fc7', 'ff0783f3f0f0f1ff', 'ffff0320c797c7ff']"
443372132,"['c7cf89c1c3ffe1c3', 'cfc7c38bc3f7c1c3', 'cfcfe3c1839fc1f3', 'c7efd1c383c789e3', 'c3c3cfc3c3e3c3c3', 'ffffc38183e3ffff', '9de5e59d91d59dff', 'ffff810006f0ffff', 'c3c3c3e3e3e7e7f3']"
443372133,"['f0f70011bfff1f9f', '48c0c3cccfcccccf', 'ffff878181f1ffff', 'f0f60091bfff1f9f']"
443372130,"['fffffffff0c00000', 'ffdbdbc3ffc1c3e7', 'ffdbd3c3ffc3c3e7', '678f7b7d7f3e9cc0', 'ffff00000202ffff', 'ffcfb7a1c9f160f9', 'c7c3c3c3c3c3c3c3']"
533163763,"['ffff83010081ffff', '000000ffcfffffff', 'fffbe1810387cfff', 'ffcf879fc9c787cf', 'ffff818181e7ffff', 'ffffc70001c3ffff', 'ffffdfffff000600', 'ffff810181c7ffff']"
