Product ID,Hash Value
390597189,"['fffe00ff01ff0080', 'ffff7f0f81f0f0ff', 'ff8180fd29f9f9ff', '10383c7ebf1f0000', 'ffffd8810147f3ff', 'ffff000080ffffff', 'ffffff810080ffff', 'ffff878100037fff']"
581269622,"['bf17e3c1e1c1f1ff', 'ffc38181198983ef', 'fff7e1e1e1c1f1ff', 'efc781c1c183e3ff', 'efc3838183c3c7ff', 'ffc38181198983ef', 'efc781c1c183e3ff', 'e7c1a1a18183c7ff']"
478363535,"['cfc7c7c7c3c3c3f3', 'ffe7e7e7e3e3e7e7', '7c608309c3c29109', 'e6e3c3c3c3c3c3c3', 'ff292100b5ff2820', 'dd8d8d8d8d058d8d', 'cfc7c7c3c3c1c1e3', '8080c0e038fcfff3', 'efc7c7c3c3c1c1f3']"
581269749,"['803828243ff0e2c2', 'efc787f5f5e1f3f7', 'ff9f0f74f1f0fcc0', 'fcfc3030307030f8', 'ff3f0f1f0ce0f104', 'ff988bcf7e1888cd', '1f3f070d05fe1f07', 'f8fcf03020707cf0', 'fff7eb0185c0811f']"
581269748,"['fff7e2860e0e1707', '1c3000040000ffff', 'fff3f187060e0612', '000706101fd8c0c0', 'bf1f0f87e7e3f9fc', '000307001fd8c8c8', 'f84000049ed283ff', '000706001fd8c0c8', 'ff9f0320f2f8fcff']"
535496267,"['ffc38383c3ffdfff', 'cfcfc30387cf2da0', 'fee3c0c2c3edf9e3', 'fdfc58418082af1f', 'ffff8381818181fb', 'cf77b1f1bf191030', 'ffc7430682834f4f', '61e1c3c0c6ecfcff', 'ffe3c38181c3c7ff']"
535496266,"['fbf18181078fff7f', 'ecdcdc9cc24714f9', 'edcddb9286040379', 'ffe7c3c381c35451', 'c1fb307001011110', '64cccecee3e3d27c', 'ff8383c3e7df9fff', 'e0cecec4c0647ee0', 'ffe7c181a09080e1']"
448650536,"['ffcfcfcf81838787', 'ff8381c0ff990f9f', 'ffffdf0100c3ffff', 'ff8f8380109fffff', 'fffff1f9ffcc0000', 'ffffff0000ffffff', 'ffffff0000ffffff', 'ffffe7e3c3c3c7c3', 'ff9980ff9cfcfe00']"
571369476,"['fff1e0c1c1d3c3ef', '00ff3f1ff3c3c9fb', 'ffe1e183f3a384fc', 'fffff3c38d30fbff', 'ff87878781c1f73f', 'f3e0c181d323bfff', 'ffe3c1c3f7fbffff', '1f21e1e1a3efbfff']"
478363541,"['fffff00000000000', 'ffdfff000007077b', 'fffffeff0f000000', 'cc40000001dfffff', 'ffbb81010103ffff', 'ffffff0100019ddc', '0000c16760bfa56f']"
535496269,"['ffffc70101e1e7ff', 'fff3c183874d7eff', '19101a131795dbf9', 'ffbb10f9ff0000ff', '63e3e3c3c7cece9c', 'ffe7830181c081df', '73e6e6e6fcfcd891', '8f87c7078c8f89d9', 'ffeb838383839f9f']"
535496268,"['fbfecfa184858084', 'bfb7838101c0e1ff', 'ffe7c3c381c34202', '7f6161603860e1ff', '331111f7ffdb9102', 'fefcfcc0c0c080c0', '7dbffff161216323', 'ffe6e0c081c347cf', 'fefee6c2c0c0c2c2']"
437929694,"['ffffff0000ffffff', 'ffe7c18083476fff', '000000001c76ffbf', 'ffff0701e13f3fff']"
468034540,"['efd3f3e1a181e1f3', 'dfc3c3c1c1c1c1f7', 'e600ffc393d1e1f3', 'efc3d3d181c1c3f3', 'fffff1f1d1d1f1ff', 'efd191918181f1fb', 'f7e3e1e1e1c187ef', 'ffd39181b181e1e7', '701ccf808893f77f']"
